화장품&&화장품/향수/미용
여행@여행/숙박/항공권@1.6@2.8
마트@쌀/과일/농수축산물@2.7@2.7
문구@문구/사무/용지/팬시@2.0@2.7
운동취미@스포츠의류/운동화/용품@5.1@2.7
건강@건강식품/홍삼/다이어트@1.7@2.4
PC@PC부품/주변기기@9.8@2.3
출산아동@빅사이즈/미시의류@0.7@2.3
건강@건강/비데/실버용품@2.0@2.2
출산아동@물티슈/생리대/성인패드@0.6@2.1
생활@주방/수입주방@1.6@2.0
생활@침구/커튼/카페트@1.3@2.0
의류,잡화@시계/쥬얼리/액세서리@1.2@1.9
카메라@DSLR/디카/액세서리@1.6@1.9
가구@홈/인테리어/DIY@1.4@1.7
출산아동@장난감/인형/유아교육@1.3@1.6
PC@저장장치/태블릿/게임@5.1@1.5
의류,잡화@브랜드 여성의류/언더웨어@0.3@1.5
가전@음향/프로젝터/AV@3.4@1.2
PC@노트북/데스크탑@2.4@1.1
공구@공구/산업용품/도어락@1.7@1.1
출산아동@출산/유아용품/임부복@0.4@1.1
운동취미@취미/악기/프라모델/꽃@2.2@1.1
가전@전기매트/가습기/난방가전@1.3@1.0
의류,잡화@브랜드 캐주얼의류@2.0@1.0
자동차@자동차용품@2.8@0.9
PC@모니터/프린터/잉크@1.6@0.9
의류,잡화@브랜드 시계/쥬얼리@1.4@0.9
운동취미@캠핑/낚시@1.0@0.6
운동취미@자전거/스키/레저용품@2.6@0.6
출산아동@기저귀/분유/유아식@0.2@0.6
운동취미@등산/아웃도어@0.8@0.5
가전@TV/냉장고/세탁기@0.6@0.4
출산아동@유아동의류/잡화@0.1@0.4
의류,잡화@수입명품@0.4@0.3
운동취미@골프클럽/의류/용품@0.4@0.3
의류,잡화@브랜드 남성의류/언더웨어@1.6@0.3
자동차@블랙박스/내비/튜닝용품@0.9@0.3
운동취미@티켓/공연/전시/스포츠@0.1@0.1
@
화장품@화장품/향수/미용@9.1@16.9
휴대폰@휴대폰/액세서리@16.1@11.0
의류,잡화@여성의류@0.9@9.2
상품권@e쿠폰/상품권/이용권@6.2@8.1
마트@세제/세정/방향/제지@6.4@7.4
의류,잡화@헤어/바디@4.6@6.6
마트@커피/차/생수/음료@4.7@6.3
마트@생활/수납/욕실/청소@4.0@5.3
가전@주방/이미용/생활가전@4.7@4.6
마트@쌀/과일/농수축산물@4.1@4.6
운동취미@구기/수영/헬스/다이어트@6.8@4.5
출산아동@물티슈/생리대/성인패드@1.0@4.4
마트@라면/통조림/과자/조미료@4.3@4.4
출산아동@출산/유아용품/임부복@1.1@4.3
애완@애완용품@2.0@4.3
의류,잡화@가방/패션잡화@3.9@4.1
생활@주방/수입주방@2.4@4.1
가구@가구/수납가구/학생가구@3.5@3.9
건강@건강식품/홍삼/다이어트@2.5@3.8
도서@도서/음반/티켓@3.1@3.5
문구@문구/사무/용지/팬시@2.4@3.4
의류,잡화@여성화/남성화/스니커즈@1.8@3.4
생활@침구/커튼/카페트@1.9@3.2
건강@건강/비데/실버용품@2.5@3.1
의류,잡화@브랜드 신발/가방/잡화@2.6@2.9
의류,잡화@언더웨어/잠옷/보정속옷@1.6@2.8
출산아동@장난감/인형/유아교육@1.6@2.7
PC@PC부품/주변기기@8.5@2.7
해외@해외쇼핑@2.5@2.6
여행@여행/숙박/항공권@1.8@2.6
가구@홈/인테리어/DIY@2.1@2.6
의류,잡화@브랜드 여성의류/언더웨어@0.3@2.5
출산아동@기저귀/분유/유아식@0.6@2.3
카메라@DSLR/디카/액세서리@2.3@2.1
출산아동@빅사이즈/미시의류@0.7@2.1
운동취미@스포츠의류/운동화/용품@3.9@2.1
자동차@자동차용품@7.0@2.0
공구@공구/산업용품/도어락@2.8@1.9
PC@저장장치/태블릿/게임@5.5@1.8
의류,잡화@남성의류/캐주얼의류@5.2@1.7
의류,잡화@시계/쥬얼리/액세서리@0.7@1.5
가전@전기매트/가습기/난방가전@2.1@1.5
가전@음향/프로젝터/AV@2.7@1.4
운동취미@취미/악기/프라모델/꽃@2.3@1.4
PC@모니터/프린터/잉크@2.0@1.3
PC@노트북/데스크탑@2.1@1.1
운동취미@캠핑/낚시@2.2@1.1
출산아동@유아동의류/잡화@0.2@1.0
의류,잡화@브랜드 캐주얼의류@1.9@1.0
가전@TV/냉장고/세탁기@1.1@0.8
운동취미@자전거/스키/레저용품@2.9@0.7
의류,잡화@브랜드 시계/쥬얼리@0.9@0.6
운동취미@등산/아웃도어@1.2@0.6
자동차@블랙박스/내비/튜닝용품@2.0@0.5
의류,잡화@브랜드 남성의류/언더웨어@1.8@0.4
의류,잡화@수입명품@0.4@0.3
운동취미@골프클럽/의류/용품@0.4@0.3
운동취미@티켓/공연/전시/스포츠@0.1@0.1
@
화장품@화장품/향수/미용@7.2@13.4
출산아동@출산/유아용품/임부복@4.1@11.9
마트@세제/세정/방향/제지@7.6@9.3
출산아동@물티슈/생리대/성인패드@2.6@7.9
휴대폰@휴대폰/액세서리@15.0@7.7
출산아동@기저귀/분유/유아식@2.9@7.5
마트@커피/차/생수/음료@6.2@7.5
마트@생활/수납/욕실/청소@5.6@7.4
상품권@e쿠폰/상품권/이용권@6.0@7.4
출산아동@장난감/인형/유아교육@3.1@6.8
의류,잡화@헤어/바디@4.6@6.0
생활@주방/수입주방@3.6@5.7
마트@라면/통조림/과자/조미료@5.2@5.6
마트@쌀/과일/농수축산물@4.7@5.5
가전@주방/이미용/생활가전@5.5@5.3
의류,잡화@여성의류@0.9@5.3
건강@건강식품/홍삼/다이어트@3.2@5.0
도서@도서/음반/티켓@2.9@4.3
가구@가구/수납가구/학생가구@3.8@4.2
운동취미@구기/수영/헬스/다이어트@6.2@4.1
생활@침구/커튼/카페트@2.5@3.9
건강@건강/비데/실버용품@3.2@3.7
애완@애완용품@2.2@3.6
문구@문구/사무/용지/팬시@2.7@3.3
의류,잡화@가방/패션잡화@3.5@3.0
출산아동@유아동의류/잡화@0.7@2.9
가구@홈/인테리어/DIY@2.9@2.8
해외@해외쇼핑@2.5@2.6
자동차@자동차용품@9.5@2.5
공구@공구/산업용품/도어락@4.4@2.4
여행@여행/숙박/항공권@1.9@2.4
의류,잡화@브랜드 여성의류/언더웨어@0.3@2.3
의류,잡화@여성화/남성화/스니커즈@1.6@2.3
PC@PC부품/주변기기@7.4@2.2
의류,잡화@브랜드 신발/가방/잡화@2.1@2.2
의류,잡화@언더웨어/잠옷/보정속옷@1.4@2.1
운동취미@스포츠의류/운동화/용품@3.3@1.8
운동취미@캠핑/낚시@3.6@1.7
가전@전기매트/가습기/난방가전@2.4@1.7
출산아동@빅사이즈/미시의류@0.6@1.5
운동취미@취미/악기/프라모델/꽃@2.4@1.5
PC@저장장치/태블릿/게임@5.7@1.5
카메라@DSLR/디카/액세서리@2.8@1.5
의류,잡화@남성의류/캐주얼의류@4.1@1.3
의류,잡화@시계/쥬얼리/액세서리@0.7@1.3
가전@음향/프로젝터/AV@2.5@1.2
PC@모니터/프린터/잉크@2.1@1.2
가전@TV/냉장고/세탁기@1.6@1.0
의류,잡화@브랜드 캐주얼의류@1.6@0.8
PC@노트북/데스크탑@1.8@0.7
운동취미@자전거/스키/레저용품@2.8@0.7
운동취미@등산/아웃도어@1.5@0.7
자동차@블랙박스/내비/튜닝용품@2.7@0.6
의류,잡화@브랜드 남성의류/언더웨어@1.8@0.5
의류,잡화@브랜드 시계/쥬얼리@0.6@0.4
운동취미@골프클럽/의류/용품@0.9@0.3
의류,잡화@수입명품@0.4@0.2
운동취미@티켓/공연/전시/스포츠@0.1@0.0
@
화장품@화장품/향수/미용@5.9@11.4
출산아동@출산/유아용품/임부복@5.4@10.2
마트@세제/세정/방향/제지@7.8@9.8
출산아동@장난감/인형/유아교육@5.5@8.9
출산아동@물티슈/생리대/성인패드@4.0@8.7
마트@생활/수납/욕실/청소@6.4@7.8
마트@커피/차/생수/음료@6.6@7.4
상품권@e쿠폰/상품권/이용권@5.8@7.2
출산아동@기저귀/분유/유아식@4.4@7.1
휴대폰@휴대폰/액세서리@14.0@6.8
마트@쌀/과일/농수축산물@5.1@6.4
도서@도서/음반/티켓@3.2@6.4
마트@라면/통조림/과자/조미료@5.6@6.4
생활@주방/수입주방@4.1@6.1
건강@건강식품/홍삼/다이어트@3.7@5.5
의류,잡화@헤어/바디@3.8@5.4
가전@주방/이미용/생활가전@5.7@5.2
운동취미@구기/수영/헬스/다이어트@5.6@4.5
출산아동@유아동의류/잡화@1.3@4.2
가구@가구/수납가구/학생가구@3.5@4.1
생활@침구/커튼/카페트@2.4@4.0
의류,잡화@여성의류@0.8@3.8
문구@문구/사무/용지/팬시@2.9@3.5
건강@건강/비데/실버용품@3.3@3.3
애완@애완용품@2.0@3.0
가구@홈/인테리어/DIY@3.4@2.8
의류,잡화@가방/패션잡화@2.9@2.8
공구@공구/산업용품/도어락@5.4@2.6
운동취미@캠핑/낚시@4.9@2.6
여행@여행/숙박/항공권@2.0@2.4
자동차@자동차용품@9.2@2.4
해외@해외쇼핑@2.3@2.4
의류,잡화@브랜드 신발/가방/잡화@1.9@2.2
의류,잡화@브랜드 여성의류/언더웨어@0.4@2.1
운동취미@취미/악기/프라모델/꽃@2.4@2.0
의류,잡화@여성화/남성화/스니커즈@1.4@2.0
PC@PC부품/주변기기@6.4@1.9
운동취미@스포츠의류/운동화/용품@2.9@1.9
의류,잡화@언더웨어/잠옷/보정속옷@1.3@1.8
가전@전기매트/가습기/난방가전@2.6@1.7
PC@모니터/프린터/잉크@2.4@1.4
PC@저장장치/태블릿/게임@5.2@1.4
가전@음향/프로젝터/AV@2.5@1.2
출산아동@빅사이즈/미시의류@0.5@1.2
의류,잡화@남성의류/캐주얼의류@3.0@1.2
의류,잡화@시계/쥬얼리/액세서리@0.7@1.2
가전@TV/냉장고/세탁기@1.7@1.1
카메라@DSLR/디카/액세서리@2.6@1.0
운동취미@자전거/스키/레저용품@2.9@0.9
의류,잡화@브랜드 캐주얼의류@1.3@0.8
운동취미@등산/아웃도어@1.8@0.8
PC@노트북/데스크탑@1.8@0.6
자동차@블랙박스/내비/튜닝용품@2.8@0.6
운동취미@골프클럽/의류/용품@1.5@0.5
의류,잡화@브랜드 남성의류/언더웨어@1.5@0.5
의류,잡화@브랜드 시계/쥬얼리@0.5@0.4
의류,잡화@수입명품@0.3@0.2
운동취미@티켓/공연/전시/스포츠@0.1@0.0
@
화장품@화장품/향수/미용@5.3@12.2
마트@세제/세정/방향/제지@7.4@9.8
마트@쌀/과일/농수축산물@5.9@8.0
휴대폰@휴대폰/액세서리@14.0@7.8
도서@도서/음반/티켓@4.1@7.3
마트@커피/차/생수/음료@6.3@7.1
마트@생활/수납/욕실/청소@6.3@7.1
마트@라면/통조림/과자/조미료@5.7@6.7
생활@주방/수입주방@4.1@6.0
의류,잡화@헤어/바디@3.4@6.0
출산아동@장난감/인형/유아교육@5.1@5.8
출산아동@물티슈/생리대/성인패드@3.2@5.7
가전@주방/이미용/생활가전@6.0@5.6
상품권@e쿠폰/상품권/이용권@4.8@5.3
건강@건강식품/홍삼/다이어트@3.9@5.3
운동취미@구기/수영/헬스/다이어트@5.9@4.9
가구@가구/수납가구/학생가구@3.4@4.2
생활@침구/커튼/카페트@2.3@3.9
출산아동@출산/유아용품/임부복@3.1@3.8
의류,잡화@여성의류@0.8@3.6
문구@문구/사무/용지/팬시@3.1@3.6
애완@애완용품@2.2@3.5
의류,잡화@가방/패션잡화@2.8@3.2
건강@건강/비데/실버용품@3.4@3.2
가구@홈/인테리어/DIY@3.8@3.0
출산아동@유아동의류/잡화@1.3@2.7
공구@공구/산업용품/도어락@6.0@2.7
운동취미@캠핑/낚시@5.9@2.5
운동취미@스포츠의류/운동화/용품@2.9@2.5
출산아동@기저귀/분유/유아식@2.5@2.5
운동취미@취미/악기/프라모델/꽃@2.8@2.4
PC@PC부품/주변기기@6.2@2.3
해외@해외쇼핑@2.2@2.2
의류,잡화@브랜드 신발/가방/잡화@1.7@2.2
여행@여행/숙박/항공권@2.1@2.1
자동차@자동차용품@8.4@2.1
의류,잡화@언더웨어/잠옷/보정속옷@1.3@2.1
의류,잡화@여성화/남성화/스니커즈@1.3@2.1
의류,잡화@브랜드 여성의류/언더웨어@0.4@2.0
가전@전기매트/가습기/난방가전@2.7@1.9
PC@모니터/프린터/잉크@3.1@1.8
PC@저장장치/태블릿/게임@4.7@1.6
의류,잡화@남성의류/캐주얼의류@2.2@1.6
가전@음향/프로젝터/AV@2.6@1.4
가전@TV/냉장고/세탁기@1.9@1.2
출산아동@빅사이즈/미시의류@0.4@1.2
의류,잡화@시계/쥬얼리/액세서리@0.7@1.2
운동취미@자전거/스키/레저용품@3.3@1.1
운동취미@등산/아웃도어@2.3@1.0
의류,잡화@브랜드 캐주얼의류@0.9@0.9
카메라@DSLR/디카/액세서리@2.4@0.8
운동취미@골프클럽/의류/용품@2.5@0.8
PC@노트북/데스크탑@1.9@0.7
자동차@블랙박스/내비/튜닝용품@2.6@0.5
의류,잡화@브랜드 시계/쥬얼리@0.6@0.5
의류,잡화@브랜드 남성의류/언더웨어@1.1@0.4
의류,잡화@수입명품@0.3@0.2
운동취미@티켓/공연/전시/스포츠@0.1@0.1
@
화장품@화장품/향수/미용@5.6@13.9
마트@세제/세정/방향/제지@7.0@9.6
마트@쌀/과일/농수축산물@6.5@9.0
휴대폰@휴대폰/액세서리@13.5@8.4
마트@커피/차/생수/음료@6.1@7.1
마트@생활/수납/욕실/청소@6.0@6.8
의류,잡화@헤어/바디@3.3@6.7
마트@라면/통조림/과자/조미료@5.2@6.6
가전@주방/이미용/생활가전@6.3@6.1
생활@주방/수입주방@4.1@6.1
건강@건강식품/홍삼/다이어트@4.2@5.7
도서@도서/음반/티켓@4.3@5.1
가구@가구/수납가구/학생가구@3.5@4.3
애완@애완용품@2.4@4.1
상품권@e쿠폰/상품권/이용권@3.5@4.1
운동취미@구기/수영/헬스/다이어트@5.2@4.1
의류,잡화@여성의류@1.0@4.0
생활@침구/커튼/카페트@2.3@3.9
출산아동@물티슈/생리대/성인패드@2.0@3.9
건강@건강/비데/실버용품@3.6@3.5
의류,잡화@가방/패션잡화@2.9@3.5
문구@문구/사무/용지/팬시@3.2@3.3
가구@홈/인테리어/DIY@3.9@2.9
의류,잡화@브랜드 신발/가방/잡화@1.7@2.7
운동취미@스포츠의류/운동화/용품@2.9@2.7
PC@PC부품/주변기기@6.1@2.6
공구@공구/산업용품/도어락@6.2@2.6
출산아동@장난감/인형/유아교육@2.8@2.3
의류,잡화@언더웨어/잠옷/보정속옷@1.3@2.2
해외@해외쇼핑@2.2@2.2
의류,잡화@여성화/남성화/스니커즈@1.4@2.2
의류,잡화@브랜드 여성의류/언더웨어@0.4@2.2
의류,잡화@남성의류/캐주얼의류@2.1@2.2
운동취미@취미/악기/프라모델/꽃@2.6@2.0
PC@모니터/프린터/잉크@3.5@1.9
가전@전기매트/가습기/난방가전@2.7@1.9
자동차@자동차용품@7.2@1.9
운동취미@캠핑/낚시@5.2@1.7
PC@저장장치/태블릿/게임@4.3@1.6
가전@음향/프로젝터/AV@2.9@1.6
가전@TV/냉장고/세탁기@2.0@1.4
출산아동@출산/유아용품/임부복@1.3@1.3
여행@여행/숙박/항공권@1.5@1.2
운동취미@등산/아웃도어@2.6@1.2
출산아동@빅사이즈/미시의류@0.4@1.1
의류,잡화@시계/쥬얼리/액세서리@0.8@1.1
운동취미@골프클럽/의류/용품@3.8@1.1
의류,잡화@브랜드 캐주얼의류@0.8@1.1
운동취미@자전거/스키/레저용품@3.2@1.0
PC@노트북/데스크탑@2.0@0.9
출산아동@유아동의류/잡화@0.6@0.9
카메라@DSLR/디카/액세서리@2.2@0.8
출산아동@기저귀/분유/유아식@1.1@0.7
의류,잡화@브랜드 시계/쥬얼리@0.7@0.7
자동차@블랙박스/내비/튜닝용품@2.4@0.5
의류,잡화@브랜드 남성의류/언더웨어@1.0@0.5
의류,잡화@수입명품@0.3@0.2
운동취미@티켓/공연/전시/스포츠@0.1@0.1
@
